,楼盘名称,项目别名,jd,wd
1514,汉渝路81号,智博天下；智博天下大厦,106.468876,29.559505
1515,汉渝路二巷47号,双凤大楼,106.628161,29.728963
1516,汉渝路三巷3号,汉渝路三巷3号,106.629383,29.729653
1517,汉渝路一巷77号,晨曦园,106.626647,29.720928
1518,捍卫路6号,临华大厦,106.561941,29.555965
1519,捍卫路三巷27号,捍卫路小区,106.562181,29.557687
1520,翰福楼,翰福楼,106.479787,29.536653
1521,翰林港湾,,107.062651,29.822320
1522,翰林景园,瀚林景园,106.447434,29.570678
1523,翰林紫苑,翰林紫苑,107.401580,29.696910
1524,瀚恩第五大道北城旺角,瀚恩五大道,106.235002,29.601010
1525,瀚恩尚都,,106.234170,29.599924
1526,瀚恩阳光,,106.232779,29.598740
1527,杭富品山水,,107.406210,29.695772
1528,航道小区,航道小区,107.736467,29.871834
1529,航港路8号,远洋航港,106.635880,29.736916
1530,航天技校宿舍,,106.506076,29.575948
1531,航天世纪新城,航天世纪新城,106.466489,29.520496
1532,航天小区,航天小区,106.480308,29.531346
1533,好家园,好家园,106.538035,29.579512
1534,好望园,,,
1535,浩立滨江林舍,滨江林舍,106.502462,29.391556
1536,浩立城市花园,浩立城市花园,106.512529,29.386075
1537,浩立大厦,浩立大厦,106.530115,29.380279
1538,浩泰小区,浩泰小区,106.536304,29.465775
1539,皓林新华苑,皓林新华苑,106.519472,29.501993
1540,合川德润世家,,106.272981,29.967893
1541,合川法院小区,合川法院小区,106.273657,29.970299
1542,合川华宇大厦,合川华宇大厦,106.260081,29.989064
1543,合桂纵贯线,,106.548395,29.599018
1544,合建村172号,合建村,106.536645,29.464138
1545,合建村173号,合建村,106.536499,29.463742
1546,合建村178号,合建村,106.538384,29.464147
1547,合建村179号,合建村,106.536386,29.464500
1548,合建村192号,合建村,106.537334,29.464583
1549,合建村195号,合建村,106.537291,29.464113
1550,合建村196号,合建村,106.537009,29.464144
1551,合建村197号,合建村,106.538384,29.464147
1552,合建村198号,合建村,106.536750,29.463700
1553,合建村199号,合建村,106.536316,29.464646
1554,合建村210号,合建村,106.535633,29.464700
1555,合建村214号,合建村,106.535707,29.464960
1556,合建村215号,合建村,106.535870,29.464911
1557,合建村216号,合建村,106.535856,29.464935
1558,合建村217号,合建村,106.535921,29.464863
1559,合建村218号,合建村,106.536225,29.464679
1560,合建村219号,合建村,106.536132,29.465151
1561,合建村220号,合建村,106.536138,29.465130
1562,合建村221号,合建村,106.536140,29.465131
1563,合建村222号,合建村,106.536150,29.465127
1564,合建村223号,合建村,106.536271,29.465018
1565,合建村224号,合建村,106.535665,29.465312
1566,合建村225号,合建村,106.535833,29.465165
1567,合建村226号,合建村,106.535954,29.465091
1568,合建村227号,合建村,106.536189,29.464996
1569,合建村228号,合建村,106.536460,29.463591
1570,合建村229号,合建村,106.536241,29.463648
1571,合建村230号,合建村,106.536126,29.463530
1572,合建村231号,合建村,106.536120,29.463539
1573,合建村232号,合建村,106.536245,29.463151
1574,合建村233号,合建村,106.536249,29.462772
1575,合建村234号,合建村,106.536744,29.464102
1576,合建村235号,合建村235号,106.537543,29.463918
1577,合建村236号,合建村,106.537501,29.463624
1578,合建村237号,合建村,106.537920,29.464038
1579,合建村238号,合建村,106.537972,29.463776
1580,合建村239号,合建村,106.538478,29.464230
1581,合建村240号,合建村,106.538541,29.463825
1582,合建村252号,小河春苑,106.536658,29.461925
1583,合景大厦,合景大厦,106.579322,29.560459
1584,合信公寓,,106.523790,29.499070
1585,合阳大道618号,宝龙城市广场;宝龙城市广场(合川),106.256953,30.002109
1586,合园小区,,106.523725,29.528375
1587,合作村40号,合作村小区,106.552917,29.573877
1588,和诚大厦,和诚大厦,106.583531,29.554291
1589,和合家园,龙兴镇和合家园;和合家园,106.792824,29.715990
1590,和泓四季,和泓四季二期;和泓·四季,106.442209,29.441050
1591,和睦北路2号,加新沁园,106.531781,29.629086
1592,和睦村29号,,106.566945,29.919812
1593,和睦村39号,,106.566945,29.919812
1594,和睦路小区,,106.536852,29.626096
1595,和平路156号,铂蓝地,106.570102,29.553941
1596,和平路169号,和平路169号,106.569241,29.553642
1597,和平路1号,星河商务大厦；星河城,105.472500,29.357500
1598,和平路270号,和平路小区,106.567626,29.554657
1599,和平路272号,和平路小区,106.567762,29.554898
1600,和平路288号,和平路小区,106.567778,29.555043
1601,和平路290号,和平路小区,106.567869,29.555229
1602,和平路292号,和平路小区,106.567935,29.555271
1603,和平山126号,和平山126号,106.435241,29.588911
1604,和平山街263号,和平山街263号,106.435558,29.589282
1605,和平山社区,和平山社区,106.434902,29.589251
1606,和顺园6号,和顺园,106.503890,29.384996
1607,和谐家园,和谐家园,106.625033,29.714453
1608,和谐居,,106.438644,29.483956
1609,和谐小区,和谐小区,106.567949,29.520843
1610,和信公寓188号,和信公寓,106.523790,29.499070
1611,河嘉村76号,河嘉村,106.446801,29.825825
1612,河嘉村77号,河嘉村,106.447614,29.825502
1613,荷塘路50号,友盛大厦,106.543047,29.588319
1614,荷塘路76号,福宇桥大厦,106.543655,29.588680
1615,荷塘路80号,龙头景苑,106.544909,29.587877
1616,荷塘路88号,枫华居,106.543637,29.589132
1617,荷塘路89号,琼海花园,106.544387,29.588786
1618,荷塘路小区,,106.541830,29.588039
1619,鹤皋村,鹤皋村,106.519005,29.524644
1620,鹤皋村32号,大鼎城市花园；大鼎花园,106.517287,29.526023
1621,鹤林巷25号,清新花园,106.266715,29.978339
1622,黑格二期,,,
1623,黑山谷公园,,108.787370,29.513877
1624,黑山天上人间,,,
1625,亨通家园,,105.894788,29.347250
1626,恒大大道1号,恒大金碧天下,106.262404,29.424476
1627,恒大帝景,恒大帝景,106.447859,29.477077
1628,恒大绿洲,恒大绿洲,106.507338,29.507080
1629,恒大山水城,,107.275328,29.722979
1630,恒大雅苑,恒大雅苑,106.447551,29.437422
1631,恒大御景湾,恒大御景湾,106.506711,29.456779
1632,恒大照母山三期御景半岛,恒大照母山三期,106.518416,29.641999
1633,恒康路9号,恒大照母山一期;恒大照母山一期山水城,,
1634,恒森阳光国际,,108.392949,30.785655
1635,恒山东路5号,大竹林银竹苑,106.483768,29.630199
1636,恒山东路小区,,106.482558,29.628731
1637,恒泰丽景,恒泰丽景,,
1638,恒鑫名城,恒鑫名城一期;恒鑫名城,106.460673,29.518958
1639,弘运小区,,106.279460,29.972250
1640,红槽房,红槽房,106.446003,29.546632
1641,红槽房正街109号,融汇之家,106.441791,29.548395
1642,红槽房正街113号,和谐苑;和谐园,106.446294,29.544047
1643,红槽房正街99号,蓝溪谷地尚郡;蓝溪谷地;蓝溪谷地格林奇寓;蓝溪谷地格林英郡,106.447926,29.548189
1644,红地苑,红地苑,106.549798,29.583126
1645,红鼎国际名苑,红鼎国际名苑;红鼎国际;国际名苑,106.533500,29.574963
1646,红枫路8号,首创·十方界;首创十方界;首创十方界一期,106.537108,29.604432
1647,红枫路9号,首创十方界二期;首创十方界峰度,106.537212,29.605355
1648,红工村,红工村,106.574514,29.535720
1649,红光村2号,杰信雅邻,106.536371,29.458521
1650,红光大道1-38号,,106.543030,29.452593
1651,红光大道15号,,106.549812,29.451682
1652,红光大道19号,曦圆柳镇；曦圆柳镇一期;曦圆柳镇三期;曦圆柳镇四期,106.547494,29.450101
1653,红光大道33号,世纪阳光新尚城;新尚城;土桥新尚城,106.543790,29.451880
1654,红光大道50号,屏都大厦；屏都小区,106.544614,29.453439
1655,红光大道62号,华府广场；杰信华府广场,106.533902,29.456735
1656,红光大道68号,重庆理工大学花溪校区经济适用房;理工雅苑,106.530520,29.458320
1657,红光大道72号,江南水乡A区;江南水乡B区,106.528808,29.459985
1658,红光大道75号,曦圆理工佳苑,106.526042,29.457655
1659,红光家属区,,108.791985,28.242425
1660,红光景苑,,108.791985,28.242425
1661,红光新村1-70号,红光新村1-70号,106.538521,29.457020
1662,红光新村1号,红光小区；红光新村A小区；红光新村B小区,106.540627,29.457325
1663,红河大道116号,天秀锦地,105.929755,29.356108
1664,红河大道1号,泰晤士清晨；桓大·泰晤士清晨;泰晤士,105.927429,29.360727
1665,红河大道368号,五洋都市庭院,105.933909,29.351608
1666,红河大道888号,巴塞罗那；永奥巴塞罗那,105.934036,29.343687
1667,红河大道999号,香缇漫城；昕晖·香缇漫城,105.936454,29.334830
1668,红河丽景,,105.926336,29.360046
1669,红河南路1888号,时代国际;永川时代国际,105.937921,29.340098
1670,红河中路177号,永川荷塘月色;荷塘月色四期,105.938120,29.355486
1671,红黄路10号,华创国际;华创大厦;华创国际大厦,106.529956,29.583834
1672,红黄路1229号,新洲阳光,106.545750,29.585879
1673,红黄路152号,樱花丽舍,106.540819,29.587264
1674,红黄路228号,流星花园;流星花园千帆苑,106.545005,29.584663
1675,红黄路1号,弗瑞登自由之城,106.527891,29.584546
1676,红黄路20号,文华天成大厦;文华天成;文化天成;文化天成大厦,106.532581,29.585200
1677,红黄路22号,围城国际公寓,106.532904,29.585631
1678,红黄路439号,浪漫满屋,106.542908,29.586768
1679,红黄路441号,正升青青丽苑,106.543996,29.587248
1680,红黄路445号,七彩空间,106.544238,29.586368
1681,红黄路93号,阳光丽景,106.532610,29.587119
1682,红黄路99号,皇冠东和;皇冠东和花园,106.536627,29.591616
1683,红黄路9号,帝豪丽都,106.531123,29.585763
1684,红黄路段97号,天骄俊园;协信天骄俊园,106.580162,29.554114
1685,红金街43-49号,慧心大厦,106.526697,29.588028
1686,红金街9号,银泰大厦,106.526824,29.588151
1687,红金街小区,,106.526697,29.588028
1688,红金路34号,康德大厦,106.527525,29.586968
1689,红金路36号,惠心大厦,106.528573,29.587400
1690,红金路41号,红金路小区,106.528473,29.587654
1691,红金路42小区,红金路42小区,106.529832,29.587501
1692,红金路43号,红金路小区,106.528464,29.587724
1693,红金路45号,红金路小区,106.528260,29.587648
1694,红金路47号,红金路小区,106.528731,29.587795
1695,红金路49号,红金路小区,106.528809,29.587823
1696,红金路51号,岭秀锦园;岭绣锦园;嶺绣锦园;领秀锦苑,106.530010,29.588515
1697,红金路55号,源熙园小区;熙园,106.529688,29.590033
1698,红金路59号,裕景家园,106.530150,29.589501
1699,红锦大道12号,财信弗瑞登,106.521316,29.611252
1700,红锦大道17号,红锦大道小区,106.524979,29.587131
1701,红锦大道21号,红锦公寓,106.524449,29.587861
1702,红锦大道25号,加州城市花园,106.523320,29.587480
1703,红锦大道500号,凤凰城；旭日凤凰城,106.521114,29.602423
1704,红锦大道518号,君悦世纪;蓝天锦湖苑,106.520694,29.603880
1705,红锦大道556号,锦绣山庄,106.523067,29.606064
1706,红锦大道557号,金城帝豪,106.519402,29.604630
1707,红锦大道559号,天宇金城地豪;天宇金城(原名唐庄名厦),106.519625,29.604387
1708,红锦大道613号,荣鼎国际,106.518513,29.600752
1709,红锦大道619号,天和逸苑,106.519791,29.612002
1710,红锦支路12号,红锦支路12号,106.528973,29.588906
1711,红锦支路20号,城市阳光,106.528834,29.589496
1712,红楼俊苑,红楼俊苑;红楼俊园;红楼小区,,
1713,红旗苑,,106.464070,29.551120
1714,红桥小区,,106.503244,29.517931
1715,红球坝5号,红球坝,106.554664,29.558634
1716,红砂碛27号,金科金砂水岸;金砂水岸,106.529526,29.555978
1717,红盛路37号,东原D7区;东原D7区一期,106.497350,29.569935
1718,红狮大道10号,彩云小城;达飞彩云小城,106.472807,29.505984
1719,红狮大道1号,绿澜宝邸；才宇绿澜宝邸;才宇·绿澜宝邸,106.474745,29.504522
1720,红狮大道22号,兴隆城市广场;巴国绿云,106.479651,29.497186
1721,红狮大道25号,红狮大道,106.478229,29.496500
1722,红狮大道27号,红狮大道,106.478553,29.496451
1723,红狮大道6号,巴国城,106.474143,29.498447
1724,红狮大道8号,巴国公馆;巴国公馆二期,106.475189,29.498430
1725,红狮大道9号,巴国御景；龙力巴国御景,106.471896,29.496810
1726,红石村3幢,红石村3幢,106.422813,29.813576
1727,红石村4幢,红石村4幢,106.422761,29.813432
1728,红石村5幢,红石村5幢,106.422413,29.812990
1729,红石村6幢,红石村6幢,106.422244,29.812711
1730,红石村7幢,红石村7幢,106.422563,29.813362
1731,红石村85号,红石村85号,106.422750,29.813750
1732,红石村86号,红石村86号,106.413742,29.809244
1733,红石村87号,红石村87号,109.210025,31.125146
1734,红石村88号,红石村88号,109.210025,31.125146
1735,红石村91号,红石村91号,109.210025,31.125146
1736,红石村92号,红石村92号,109.210025,31.125146
1737,红石村93号,红石村93号,109.210025,31.125146
1738,红石村94号,红石村94号,109.210025,31.125146
1739,红石路11号,红石路小区,106.519418,29.582794
1740,红石路126号,亚太大厦,106.512653,29.583623
1741,红石路128号,红石路128号,106.511839,29.583517
1742,红石路13号,计量综合楼,106.522121,29.582131
1743,红石路150号,聚信广场;聚信广场二期;聚信新城际,106.506234,29.581439
1744,红石路193号,宇豪小居;宇豪小区,106.508425,29.579703
1745,红石路1号,嘉陵大厦,106.521486,29.581369
1746,红石路1号附12号,李家花园,106.520197,29.584242
1747,红石路219号,曾家岩社区；曾家岩老小区,106.508169,29.578449
1748,红石路260号,石油佳苑,106.504275,29.576635
1749,红石路266号,川东明珠,106.502362,29.576197
1750,红石路288号,溪岸上品,106.497794,29.573506
1751,红石路305号,恋恋上层;恋恋上城,106.499728,29.572854
1752,红石路317号,东原D8公馆;东原D8区,106.494268,29.568902
1753,红石路5号,北部尚座,106.525140,29.582948
1754,红石路6号,红石路6号,106.524355,29.583542
1755,红石路7号,红石路小区,106.523997,29.583008
1756,红石路88号,红石路88号；美景华联大厦,106.514486,29.583575
1757,红石路8号,碧景苑;碧景苑住宅小区,106.515886,29.587264
1758,红石路9号,红石路小区,106.519685,29.582662
1759,红石支路1号,花卉小居；花卉园,106.508665,29.580462
1760,红石支路219号,欧鹏花园,106.508510,29.578846
1761,红石支路45号,花卉勇智苑；勇智园,106.509393,29.579676
1762,红石支路69号,思源逸家;思缘逸家,106.509319,29.578376
1763,红石支路小区,,106.510036,29.581132
1764,红土地68号,瑞龙凤祥花园,106.551945,29.581883
1765,红土地70号,电照大厦职工经济适用住房,106.550641,29.582314
1766,红土地8号,红枫庭,106.556239,29.581117
1767,红土地9号,康田万丰园,106.555168,29.581500
1768,红土路69号,馨庭雅苑,,
1769,红兴路22号,东原D7区;东原D7区四期,106.498155,29.568538
1770,红兴路27号,东原D7区;东原D7区二期,106.496490,29.568377
1771,红星亭坡15号,红星亭坡,106.554549,29.554907
1772,红星亭坡16号,红星亭坡,106.554599,29.554827
1773,红星亭坡17号,红星亭坡,106.554464,29.554811
1774,红阳村,红阳村,108.342682,30.416708
1775,红叶路15号,东和苑;东和院,106.529380,29.603828
1776,红叶路20号,南江地质队集资房,106.528179,29.604417
1777,红叶路29号,润都7号,106.527143,29.603804
1778,红叶路39号,佰度SOHO,106.526480,29.603760
1779,红叶路4号,邮政绿苑,106.529569,29.604620
1780,红叶路55号,北城布丁,106.528179,29.604417
1781,红叶路8号,锦上华庭荣邸；锦上华庭铭邸;渝北锦上华庭；锦上华庭一期；锦上华庭二期,106.527355,29.603289
1782,红宇家属院,,106.230659,29.583202
1783,红育坡,,106.479248,29.529838
1784,红原路138号,首创鸿恩国际生活区,106.499713,29.570458
1785,红原路66号,华润中央公园四期,106.499267,29.568775
1786,红糟房正街社区,,106.567513,29.533005
1787,宏帆路28号,海悦香缇,106.468973,29.598130
1788,宏帆路32号,凤凰湾;凤凰湾二期驭府,106.470377,29.596127
1789,宏帆路3号,宏帆路竹园小区;竹园小区(江北);江北竹园小区,106.462976,29.591922
1790,宏帆路7号,翠苑小区,106.462839,29.591853
1791,宏帆路8号,半城中央；伴城花苑,106.465450,29.591773
1792,宏帆路9号,海悦蓝庭;宏帆路3号小区,106.463383,29.594021
1793,宏帆曦城,宏帆曦城;红帆曦城;曦城;曦城小区,106.467771,29.583915
1794,宏基大厦,宏基大厦,106.535136,29.572319
1795,宏锦鑫都,宏锦鑫都;宏锦大厦,106.549429,29.453565
1796,宏漆大厦,宏漆大厦,106.455361,29.546330
1797,宏声大道87号,金科天湖小镇,107.391163,29.687181
1798,宏声大道8号,涪陵金豪大厦,107.399755,29.692690
1799,宏声公寓,宏声公寓,106.576345,29.519718
1800,宏声路35号,旧城改造工程,106.569787,29.531042
1801,宏声路36号,南滨印象,106.572278,29.532817
1802,宏声路37号,洋河南滨花园,106.570313,29.531589
1803,宏声路39号,阳光小筑,106.571831,29.535492
1804,宏声路46号,阳光南滨,106.573060,29.534697
1805,宏声巷16号,宏声巷小区,106.570795,29.555351
1806,宏声巷24号,宏声大厦,106.571535,29.555440
1807,宏愿小区,宏愿小区,,
1808,洪博欣苑,,107.367287,29.707249
1809,洪代明集资房,,,
1810,洪湖东路51号,财富中心国际公寓,106.512621,29.609386
1811,洪湖西路21号,欧瑞蓝爵公馆;蓝爵公馆,106.504026,29.607530
1812,洪泰明小区,洪泰明小区,,
1813,虹都景苑,虹都景园,106.229860,29.577592
1814,虹桥10号,虹桥邨小区,106.500739,29.518031
1815,虹桥路12号,虹桥小区,106.655082,29.023730
1816,鸿昌大厦,,106.515332,29.511079
1817,鸿程山水家园,鸿程山水家园;山水家园,106.487060,29.565878
1818,鸿恩二路138号,保利江上明珠;保利江上明珠-A-2组团;保利山庄,106.502591,29.565614
1819,鸿恩二路31号,绿地海外滩二期,106.502255,29.565799
1820,鸿恩路151号,保利江上明珠D4组团,106.511288,29.573774
1821,鸿恩路181号,保利江上明珠D2组团,106.509450,29.571840
1822,鸿恩路191号,保利江上明珠D1组团,106.509844,29.570150
1823,鸿恩路279号,保利江上明珠;保利江上明珠D-5-1组团,106.512043,29.568671
1824,鸿恩三路58号,保利江上明珠;保利江上明珠A-3组团,106.501767,29.564904
1825,鸿恩一路11号,鸿恩怡园,106.514229,29.578055
1826,鸿鸥百安华庭,,108.411116,30.834484
1827,鸿兴大厦,鸿兴大厦,106.469992,29.557348
1828,鸿猷花园,,,
1829,后堡,,106.569626,29.537934
1830,胡杨路2号,金科小城故事,106.523200,29.622329
1831,胡杨路31号,怡和小区,106.524422,29.621953
1832,胡杨路51号,人和丽景,106.524084,29.618552
1833,湖滨东路73号,丽源岛,106.605125,29.676678
1834,湖滨东路8号,湖畔城市假日,105.876288,29.241950
1835,"湖滨路2号,4号",南湖魅力世纪;华竹花园,106.559479,29.525428
1836,湖滨西路19号,水木青华,106.599200,29.677525
1837,湖滨新村28号,湖滨新村,106.532877,29.580520
1838,湖滨新村29号,湖滨新村,106.532877,29.580520
1839,湖津路100号,公园一号;公园1号;公园壹號,106.551012,29.655682
1840,湖津路121号,融科金湖湾;融科城金湖湾;融科城·金湖湾,106.556565,29.655388
1841,湖津路177号,龙湖蓝湖香颂,106.549873,29.655249
1842,湖津路18号,融科橡树澜湾,106.551902,29.657068
1843,湖榕锦苑,湖榕锦苑,106.484509,29.467887
1844,湖榕路22号,蓝光中央广场,106.482360,29.471924
1845,湖榕路39号附8号,榕华园,106.481696,29.477084
1846,湖榕路77号,湖榕瑞苑,106.484857,29.466710
1847,湖山水榭花都,,106.606110,29.678715
1848,湖山雅筑,雅筑园,106.592754,29.655781
1849,湖上瑞湖名苑,瑞湖名苑,106.233004,29.557195
1850,湖霞街1号,康桥融府;康桥融府一期,106.536175,29.659774
1851,湖霞街8号,中振湖霞郡;北部.湖霞郡一期,106.536430,29.657210
1852,湖月路50号,园丁梦苑,106.564327,29.672752
1853,湖云街12号,保利高尔夫豪园;保利高尔夫华庭;保利国际高尔夫华庭,106.573423,29.660145
1854,湖云街8号,逸翠庄园；逸翠庄园二期;逸翠庄园誉园,106.575945,29.658587
1855,虎溪花园,虎溪花园,106.289104,29.589232
1856,虎啸口村16号,王朝温泉花园,106.590013,29.419716
1857,虎歇路65号,佳馨小居;佳馨小区,106.502009,29.543495
1858,虎歇路66号,总部行政领馆2区;重庆总部城G区,106.500475,29.543276
1859,虎歇路77号,升伟中环广场,106.500043,29.543328
1860,虎歇路78号,总部行政领馆1区;重庆总部城F区,106.500465,29.544273
1861,互助里10号,互助里,106.545484,29.558034
1862,互助里12号,互助里,106.545883,29.557794
1863,互助里68号,互助里,106.545063,29.557399
1864,花卉大厦,花卉大厦,106.514486,29.583575
1865,花卉东路15附15号,花卉东路15附15号,106.518642,29.582564
1866,花卉东路38号,富贵花园,106.516060,29.578812
1867,花卉东路48号,黄金堡城市花园,106.518224,29.577810
1868,花卉路98号,鸿恩丽舍,106.522285,29.574281
1869,花卉西路30号,金诚苑,106.511330,29.580788
1870,花卉西三路,,106.510538,29.581821
1871,花卉小居二期,花卉小居二期,106.508796,29.580947
1872,花卉小居一期,花卉小居（一期）,106.508796,29.580947
1873,花卉园东路139号,黄金堡都市庭园,106.516816,29.579174
1874,花卉园东路143号,半山花园,106.517405,29.578905
1875,花卉园东路15号,黄金堡小居,106.518018,29.582608
1876,花卉园东路165号,爱丁堡,106.517989,29.578633
1877,花卉园东路28号,黄金堡住宅小区,106.516906,29.580562
1878,花卉园东路40号,林馨园,106.516213,29.578237
1879,花卉园西2路,花卉园西2路,106.511173,29.581517
1880,花卉园西3路,花卉园西3路,106.510349,29.580339
1881,花卉园西4路,花卉园西4路,106.510688,29.579004
1882,花卉园西二路3号,花卉园西二路3号,106.511330,29.581331
1883,花卉园西二路7号,花卉园西二路7号,106.510999,29.581367
1884,花卉园西二路9号,花卉园西二路9号,106.510626,29.580894
1885,花卉园西路29号,汇景花园;卉景花园,106.512106,29.580437
1886,花卉园西路30号,花卉西路小区,106.511819,29.580995
1887,花卉园西路80号,花卉园西路80号；依山小区；依山住宅小区,106.511754,29.578947
1888,花卉园西三路47号,花卉园西三路47号,106.510212,29.580219
1889,花卉园西三路49号,花卉园西三路49号,106.510149,29.580204
1890,花卉园西三路51号,花卉园西三路51号,106.509862,29.579876
1891,花卉园西三路53号,花卉园西三路53号,106.509998,29.580060
1892,花卉园西四路30号,花卉西四路小区,106.511695,29.579303
1893,花卉园西四路32号,花卉西四路小区,106.511519,29.579299
1894,花卉园西四路34号,花卉西四路小区,106.511436,29.579304
1895,花卉园西四路38号,花卉西四路小区,106.511309,29.579297
1896,花卉园西四路44号,花卉西四路小区,106.511208,29.579274
1897,花卉园西四路53号,碧泉花园,106.510254,29.578956
1898,花卉园西四路5号,花卉园西四路小区;花卉园西四路,106.512321,29.578463
1899,花卉园西四路6号,花卉园西四路小区;花卉园西四路,106.512847,29.579519
1900,花卉园西四路82号,花卉园西四路小区;花卉园西四路,,
1901,花卉园西四路8号,花卉园西四路小区;花卉园西四路,106.512529,29.579515
1902,花卉园西一路10号,黄金堡芷苑;址苑大厦,106.511180,29.582787
1903,花卉园西一路33号,花卉园西一路33号,106.510622,29.580945
1904,花卉园西一路36号,花卉西一路小区,106.510293,29.580817
1905,花卉园西一路47号,花卉西一路小区,106.510570,29.580517
1906,花卉园西一路49号,花卉西一路小区,106.510601,29.580204
1907,花卉园西一路59号,花卉西一路小区,106.510606,29.580044
1908,花卉园西一路5号,好望花园,106.511140,29.581991
1909,花卉园西一路73号,花卉园西一路73号,106.511125,29.579622
1910,花卉园新城小区,花卉园新城小区,106.512499,29.579009
1911,花街子20号,十八梯大厦,106.574096,29.550428
1912,花生堡,花生堡,106.438322,29.553889
1913,花生堡145号,天星康韵,106.438322,29.553889
1914,花土湾7号,港务局;鱼洞港务局,106.510908,29.387376
1915,花土湾小区,花土湾小区,106.507020,29.376037
1916,花溪新村,,106.542767,29.456973
1917,花溪新村14号,,106.543546,29.456040
1918,花溪新村19号,名流花园,106.543234,29.456105
1919,花溪新村88号,花溪大厦；李家沱花溪大厦,106.541690,29.455510
1920,花样年华,,108.411892,31.171578
1921,花园八村,花园八村,106.558856,29.527576
1922,花园村二村,花园村二村,106.557701,29.526663
1923,花园村四村,花园村四村,106.556597,29.525167
1924,花园村一小区,花园村一小区,106.254185,29.952444
1925,花园二村11号,花园二村,106.558634,29.525896
1926,花园六村,花园六村,106.558896,29.523818
1927,花园路10号,龙锦苑,106.930463,29.726581
1928,花园路1号,业成花园；业城花园;民安园;七星岗业成花园,106.929755,29.725995
1929,花园路22号,世纪新村,106.555511,29.523103
1930,花园七村,花园七村,106.560945,29.524646
1931,花园三村,花园三村,106.557354,29.525156
1932,花园四村,,106.556597,29.525167
1933,花园五村,花园五村,106.557228,29.523691
1934,花园西路123号,宜康居,106.214703,29.432465
1935,花园一村,花园一村,106.555621,29.525856
1936,华奥小区,华奥小区,106.509270,29.518930
1937,华彩俊豪,华采俊豪；华彩·俊豪,106.451581,29.527112
1938,华晨苑,,106.508768,29.513219
1939,华创天地豪情,,105.928370,29.353370
1940,华德小区,,106.595251,29.550079
1941,华地领域,,106.279594,29.977577
1942,华福大道8号,华龙苑,106.443474,29.453260
1943,华福大道北段14号,七彩华府,106.442452,29.452923
1944,华福大道北段16号,金科华岩国际,106.437771,29.452063
1945,华福大道北段69号,华宇锦绣花城;华宇·锦绣花城;华宇·锦绣花城一期,106.441576,29.434208
1946,华福大道北段77号,奥园国际城A区;奥园国际城,106.444536,29.431766
1947,华福大道北段79号,奥园国际城B区,106.443290,29.430253
1948,华福家园,华福家园,106.462892,29.479382
1949,华福巷29号,华福大厦,106.556967,29.559937
1950,华福巷47号,金盾宏福,106.557053,29.559434
1951,华福巷55号,恒幸花园,106.556853,29.558711
1952,华福巷小区,华福巷;华福巷小区,106.557020,29.559798
1953,华福苑,华福苑,106.516862,29.512202
1954,华福苑30号,科普大厦,106.516862,29.512202
1955,华府枫景,,,
1956,华富苑,,106.517084,29.512252
1957,华港翡翠城,华港翡翠城;中航翡翠城,106.605079,29.705209
1958,华光小区,华光小区;城南华光小区,106.408118,29.815021
1959,华龙大道1873-2号楼,华龙大道1873-2号楼,106.451665,29.493659
1960,华龙大道189号,西苑6号;西苑六号,106.445943,29.456999
1961,华龙大道211号,华福雅苑,106.445991,29.454786
1962,华龙大道36号,福缘尚城;伟岸福缘尚城,106.449148,29.495772
1963,华龙大道53号,半山小区;齐团半山小区,106.452265,29.469832
1964,华龙大道56号,海兰云天畔山林语,106.450720,29.474815
1965,华龙大道8号,随缘居,106.450883,29.493087
1966,华龙中街43号,瀛丹大厦,105.896250,29.896889
1967,华隆小区,华隆小区,106.594368,29.581957
1968,华民街6号,欣茂苑;二郎欣茂苑,106.453980,29.494700
1969,华能大厦,华能大厦,106.556015,29.519732
1970,华庆路20号,华龙家园,106.445007,29.464797
1971,华庆路23号,盾安九龙城C组团,106.442360,29.461028
1972,华庆路25号,盾安九龙城B区,106.441440,29.462378
1973,华庆路27号,盾安九龙城,106.439165,29.463142
1974,华庆路8号,朝阳小区(九龙坡),106.446230,29.462872
1975,华庆路9号,劲旅丽景花园；丽景花园,106.445039,29.462748
1976,华融醉美湾,,108.389907,30.820172
1977,华润二十四城,华润二十四城二期;华润二十四城四期,106.526522,29.517718
1978,华上新天,,106.660795,29.016785
1979,华盛名都,,106.258403,29.994071
1980,华唐路,,106.534357,29.566227
1981,华唐路207号,福康村,106.532898,29.565430
1982,华陶花园小区,,106.506465,29.447593
1983,华天俊秀,华天俊秀,106.466865,29.554470
1984,华庭嘉园,,106.571154,29.560973
1985,华西商住小区,,,
1986,华西综合楼,,106.559138,29.459964
1987,华夏商业广场,,106.927254,29.721640
1988,华新村,华新村,106.531310,29.568993
1989,华新村266号,华新骄阳,106.532154,29.568209
1990,华新村269号,隆达家苑;隆达嘉苑,106.532714,29.566349
1991,华新村360号,东方家园;东方家园A区；东方家园智苑;东方家园C区,106.531063,29.563986
1992,华新都市花园,华新都市花园;华新都市花园(一至三期);华新都市;郦锦苑,106.558266,29.580801
1993,华新街96号,光华观府国际,106.534188,29.567397
1994,华新小区,雨轩华新小区,106.536090,29.566023
1995,华新逸景,华新逸景,106.521982,29.579244
1996,华轩支路108号,归谷城市;城市美墅,106.491448,29.539202
